artistID	name	tag1	tag2	tag3	tag4	tag5	tag6	tag7	tag8	tag9	tag10
4100	he is legend	hardcore	post-hardcore	metalcore	southern rock	seen live	rock	screamo	post hardcore	metal	christian
7348	brigitte bardot	french	60s	female vocalists	ye-ye	french pop	pop	chanson	chanson francaise	lounge	france
2693	sabrepulse	8-bit	breakcore	chiptune	nintendocore	8bit	electronic	chipbreak	british	idm	electronica
4471	joão bosco & vinícius	sertanejo	sertanejo universitario	brazilian	musica brasileira	joao bosco e vinicius	sertanejos	dupla	sertaneja	add ae	j
2298	sezen aksu	turkish	female vocalists	turkish pop	sezen aksu	pop	world	singer-songwriter	sezen	turkey	minik serce
4613	orphaned land	progressive metal	folk metal	oriental metal	progressive death metal	death metal	seen live	metal	israeli	doom metal	israel
2088	alan	j-pop	chinese	female vocalists	c-pop	japanese	pop	tibetan	alan	jpop	ballad
10738	lali puna	electronic	indietronica	indie	electronica	female vocalists	seen live	german	indie pop	alternative	pop
1540	bleeding through	metalcore	hardcore	seen live	metal	death metal	screamo	melodic death metal	straight edge	american	melodic metalcore
10310	sevendust	alternative metal	metal	nu metal	hard rock	rock	seen live	nu-metal	alternative	alternative rock	heavy metal
6534	2ois	indie	alternative	acoustic	brazilian	rock	pop	brasil	alternative rock	folk	experimental
165	planet funk	electronic	funk	dance	house	electronica	italian	trip-hop	chillout	electro	alternative
638	kalomoira	greek	pop	eurovision	dance	female vocalists	sexy	greece	rnb	greek pop	eurovision 2008
11230	bernard butler	britpop	singer-songwriter	indie	british	rock	seen live	90s	indie rock	male vocalists	brit rock
7470	lfo	techno	electronic	idm	electronica	warp	electro	pop	ambient	seen live	experimental
4576	www.djrobsonmichel.com	madonna	celebration	katy perry	on the floor	jenifer lopez	david guetta feat kelly rowland	nan	nan	nan	nan
2803	mblaq	k-pop	korean	kpop	boyband	male vocalists	mblaq	pop	dance	asian	boy band
3689	les savy fav	post-punk	indie	indie rock	seen live	math rock	rock	alternative	post-hardcore	punk	art punk
3716	wale	hip-hop	rap	hip hop	dc	go-go	seen live	underground hip-hop	wale	hipster rap	american
2652	the classic crime	rock	alternative rock	alternative	indie	emo	christian	seen live	indie rock	christian rock	pop punk
10640	lesley roy	pop rock	female vocalists	rock	irish	pop	singer-songwriter	lesley roy	alternative rock	alternative	power pop
3646	dezerter	punk	punk rock	polish	polish punk	anarcho-punk	seen live	hardcore punk	rock	polski punk	anarcho punk
660	dima bilan	true neo-satanic pop	music to listen while pederasting	pederastcore	anal-driven fecalomatateus	post-kircore	post-anal experience	anal pop	eblan4eg	shit	waste of valuable human sperm
4394	foxboro hot tubs	garage rock	rock	rock and roll	punk	indie	green day	punk rock	rock n roll	american	indie rock
8160	slim thug	dirty south	rap	hip-hop	houston	hip hop	southern rap	slim thug	texas	h-town	gangsta rap
3798	septic flesh	death metal	atmospheric death metal	melodic death metal	doom metal	dark metal	symphonic death metal	greek	seen live	metal	symphonic metal
7170	浜渦正志	video game music	soundtrack	japanese	final fantasy	game	composer	game music	instrumental	electronic	ambient
2111	鬼束ちひろ	j-pop	japanese	female vocalists	singer-songwriter	jpop	pop	folk	j-rock	chihiro onitsuka	rock
1227	dick dale	surf rock	surf	instrumental	rock	classic rock	60s	guitar	rockabilly	seen live	rock n roll
1654	tequila baby	punk rock	rock gaucho	punk	brazilian	rock n roll	rock	brasil	seen live	brazilian rock	brazilian punk
11460	vivendo do ócio	indie	brazilian	indie rock	rock	alternative	seen live	brasil	alternative rock	garage rock	bahia
6410	grouper	ambient	drone	experimental	shoegaze	dark ambient	seen live	psychedelic	dream pop	lo-fi	female vocalists
3473	david lee roth	hard rock	rock	80s	classic rock	hair metal	glam metal	heavy metal	american	seen live	david lee roth
5427	andré valadão	gospel	pop	piano	brazilian	instrumental	christian	gospel brasil	worship	brazilian gospel	evangelico
376	uverworld	j-rock	japanese	j-pop	anime	jrock	rock	uverworld	jpop	bleach	pop
9230	gram	brazilian	alternative rock	indie	alternative	rock	seen live	brasil	black metal	indie rock	brazil
829	it prevails	melodic hardcore	metalcore	hardcore	post-hardcore	melodic metalcore	progressive hardcore	metal	american	progressive	post hardcore
7419	corrosion of conformity	stoner rock	stoner metal	metal	heavy metal	hard rock	crossover	thrash metal	seen live	rock	sludge metal
8659	the cooper temple clause	alternative rock	indie	seen live	rock	indie rock	alternative	british	britpop	experimental	electronic
4691	my dying bride	doom metal	gothic metal	death metal	metal	melancholic	seen live	death doom metal	doom	british	gothic
1161	pizzicato five	japanese	shibuya-kei	j-pop	pop	electronic	female vocalists	indie	japan	lounge	jpop
7742	department of eagles	indie	experimental	folk	electronic	alternative	american	indie folk	new york	electronica	indie rock
6792	hateen	hardcore	rock	brazilian	emo	punk rock	post-hardcore	seen live	brasil	hateen	alternative
10955	andrew w.k.	rock	hard rock	party	seen live	metal	party metal	punk	american	party hard	alternative
4807	new york dolls	glam rock	punk	proto-punk	punk rock	rock	seen live	glam	70s	classic rock	hard rock
3997	veil of maya	deathcore	progressive deathcore	metalcore	progressive	death metal	technical deathcore	progressive metal	seen live	djent	technical death metal
8600	nino rota	soundtrack	classical	instrumental	italian	composers	composer	contemporary classical	nino rota	film music	the godfather
8866	red house painters	slowcore	indie	folk	sadcore	singer-songwriter	indie rock	alternative	dream pop	folk rock	alternative rock
3706	broken bells	indie	experimental	indie pop	alternative	indie rock	seen live	electronic	american	pop	rock
1171	the blood brothers	post-hardcore	hardcore	seen live	experimental	screamo	indie	rock	punk	emo	indie rock
12599	harry nilsson	singer-songwriter	classic rock	rock	folk	pop	70s	oldies	60s	american	soft rock
1812	jerry cantrell	grunge	rock	hard rock	alternative rock	alternative	seattle	alternative metal	heavy metal	metal	90s
5891	i monster	electronic	trip-hop	chillout	lounge	electronica	british	downtempo	psychedelic	alternative	indie
9545	smog	singer-songwriter	lo-fi	indie	folk	alt-country	seen live	indie rock	alternative	slowcore	americana
931	dr. sin	hard rock	heavy metal	brazilian	metal	rock	seen live	brazil	progressive metal	brasil	brazilian metal
1142	die antwoord	hip-hop	rap	seen live	afrikaans	next level beats	hip hop	electronic	zef	rave	south african
4171	disarmonia mundi	melodic death metal	death metal	metal	progressive metal	gothenburg metal	italian	modern melodic death metal	progressive death metal	metalcore	modern metal
10105	the sound	post-punk	new wave	80s	post punk	indie	british	alternative	rock	indie rock	alternative rock
1029	markus schulz	trance	progressive trance	vocal trance	electronic	dance	seen live	markus schulz	house	electronica	melodic trance
4264	every avenue	pop punk	rock	powerpop	emo	seen live	pop-punk	pop rock	alternative	alternative rock	every avenue
11652	stan getz	jazz	bossa nova	saxophone	latin jazz	latin	cool jazz	brazilian	sax	stan getz	american
8136	danger	electro	electronic	french	house	dance	seen live	french electro	electro house	glam metal	sleaze
9321	the the	post-punk	new wave	alternative	80s	indie	british	rock	seen live	alternative rock	pop
4447	beth orton	female vocalists	singer-songwriter	folk	indie	alternative	seen live	british	trip-hop	female	electronic
3267	fabrizio de andré	italian	singer-songwriter	folk	cantautori	italian songwriters	poet	italiana	cantautore	fabrizio de andre	70s
3520	biosphere	ambient	electronic	experimental	chillout	electronica	norwegian	dark ambient	idm	ambient techno	seen live
9285	jamie woon	soul	dubstep	electronic	ambient	seen live	experimental	british	singer-songwriter	electronica	future garage
11589	the dodos	folk	indie	seen live	indie folk	acoustic	indie pop	indie rock	american	san francisco	alternative
8675	van she	electronic	australian	new rave	electro	alternative	indie	seen live	synthpop	electronica	dance
10517	dntel	electronic	ambient	idm	electronica	indie	indietronica	glitch	indie pop	experimental	indie electronic
2330	goran bregović	balkan	folk	gypsy	soundtrack	ethnic	world	seen live	world music	world fusion	bosnian
676	yohanna	pop	eurovision	icelandic	iceland	female vocalists	eurovision song contest	soul	scandinavian girls	female	nordic
7190	the view	indie	indie rock	seen live	british	scottish	rock	britpop	alternative	alternative rock	punk
1421	roberto carlos	jovem guarda	mpb	brazilian	brasil	brazil	rock	60s	roberto carlos	pop	male vocalists
3330	tata young	pop	thai	female vocalists	asian	thai pop	female vocalist	thai-pop	t-pop	thailand	alternative
6713	aline barros	gospel	evangelico	gospel brasil	aline barros	christian	brazilian gospel	female vocalists	brazilian	worship	evangelica
11229	richard hawley	singer-songwriter	indie	indie pop	britpop	seen live	crooner	british	sheffield	pop	acoustic
1207	the skatalites	ska	reggae	rocksteady	seen live	jamaican	dub	instrumental	jamaica	traditional ska	jazz
1228	la quiete	screamo	emo violence	real screamo	italian	hardcore	emo	seen live	italian screamo	italy	emoviolence
2781	vains of jenna	sleaze rock	hard rock	sleaze	hair metal	sleaze metal	glam metal	glam rock	swedish	seen live	rock n roll
1315	wynardtage	dark electro	ebm	industrial	harsh ebm	aggrotech	german	electronic	electro-industrial	terror ebm	electro
5565	clazziquai project	korean	acid jazz	k-pop	electronic	electronica	house	jazz	lounge	groove	pop
6957	steve vai	guitar virtuoso	instrumental rock	rock	instrumental	guitar	progressive rock	hard rock	seen live	metal	progressive metal
8244	fm static	pop punk	rock	christian rock	punk rock	christian	punk	alternative	alternative rock	pop-punk	canadian
3934	10cc	classic rock	rock	70s	pop	british	soft rock	art rock	reggae	10cc	80s
3562	lords of acid	industrial	electronic	acid house	techno	electronica	dance	acid	female vocalists	belgian	rave
5257	nancy sinatra	female vocalists	60s	pop	oldies	classic rock	soundtrack	jazz	american	rock	female vocalist
8642	grammatics	indie	indie rock	british	alternative	seen live	leeds	math rock	uk	lms artist	rock
1674	the medic droid	powerpop	electronic	electronica	dance	electro	scene	alternative	seen live	electropop	emo
3660	finntroll	folk metal	black metal	viking metal	finnish	seen live	metal	troll metal	finnish metal	pagan metal	death metal
9632	kula shaker	britpop	psychedelic rock	rock	indie	alternative	seen live	british	psychedelic	indie rock	alternative rock
4669	necrophagist	technical death metal	death metal	progressive death metal	brutal death metal	metal	seen live	german	progressive metal	technical brutal death metal	technical metal
8229	astor piazzolla	tango	jazz	argentina	tango nuevo	contemporary classical	instrumental	classical	world	bandoneon	latin
2104	ルルティア	j-pop	new age	japanese	female vocalists	ethereal	experimental	singer-songwriter	dream pop	electronica	trip-hop
101	pleq	idm	ambient	glitch	experimental	electronic	electronica	seen live	clicks and cuts	modern classical	polish
7347	blancmange	new wave	80s	synthpop	electronic	synth pop	british	new romantic	pop	electronica	blancmange
7626	mina	italian	female vocalists	pop	italiana	jazz	60s	mina	singer-songwriter	italy	italia
661	stromae	electronic	dance	belgian	french	electronica	seen live	pop	house	hip-hop	belgium
694	darren criss	singer-songwriter	totally awesome	glee	pop	acoustic	indie	a very potter musical	male vocalists	musical	harry potter
6878	soman	industrial	ebm	powernoise	dark electro	electronic	seen live	tbm	noise	rhythmic noise	german
46	pyotr ilyich tchaikovsky	classical	romantic	russian	composers	instrumental	composer	classic	piano	tchaikovsky	ballet
1777	adam green	seen live	indie	singer-songwriter	folk	alternative	antifolk	anti-folk	indie rock	rock	american
2028	пикник	russian rock	art rock	russian	rock	mystic rock	gothic rock	seen live	psychedelic rock	gothic	progressive rock
11206	the black dog	idm	electronic	ambient	techno	electronica	warp	ambient techno	experimental	seen live	psychedelic
11739	the submarines	indie pop	indie	female vocalists	indie rock	pop	seen live	alternative	electronica	american	rock
6567	diddy	hip-hop	rap	rnb	hip hop	diddy	dance	american	00s	90s	seen live
995	china crisis	new wave	80s	synthpop	new romantic	pop	british	synth pop	post-punk	china crisis	alternative
12104	tópaz	indie	brazilian rock	rock gaucho	rio grande do sul	brazilian	brazil	rock	alternative	alternative rock	indie rock
14645	soko	indie	french	female vocalists	singer-songwriter	pop	seen live	indie pop	folk	alternative	acoustic
8420	lake of tears	doom metal	gothic metal	swedish	metal	melancholic	seen live	progressive metal	gothic	melodic metal	gothic doom metal
1802	the shadows	instrumental	classic rock	60s	rock	oldies	surf	guitar	british	surf rock	instrumental rock
7390	vanilla ninja	rock	pop	estonian	female vocalists	eurovision	pop rock	pop-rock	hard rock	metal	alternative
286	peter tosh	reggae	roots reggae	rasta	roots	ska	jamaican	jamaica	dub	peter tosh	chillout
2645	alexander rybak	pop	folk	norwegian	eurovision	norway	male vocalists	violin	seen live	alexander rybak	singer-songwriter
11900	low	slowcore	indie	seen live	indie rock	post-rock	alternative	shoegaze	rock	sadcore	dream pop
8230	oi va voi	trip-hop	world	chillout	electronic	jewish	seen live	klezmer	female vocalists	world music	british
3056	ночные снайперы	russian rock	russian	female vocalists	rock	pop-rock	seen live	alternative	acoustic	singer-songwriter	pop rock
5192	bent	chillout	electronic	downtempo	ambient	electronica	lounge	trip-hop	british	alternative	house
1899	scritti politti	new wave	80s	post-punk	pop	sophisti-pop	british	synthpop	synth pop	new romantic	rock
12026	azure ray	indie	female vocalists	folk	indie pop	saddle creek	dream pop	singer-songwriter	alternative	indie rock	seen live
240	racionais mc's	rap	rap nacional	brazilian	hip hop	brazilian rap	political	brasil	hip-hop	brazil	nacional
3387	tomate	axe	carnaval	brazilian	bahia	ivete sangalo	reggae	brasil	mpb	tomate	salvador
7137	yael naim	female vocalists	indie	folk	singer-songwriter	pop	french	israeli	indie pop	folk pop	jazz
4605	moonsorrow	folk metal	viking metal	pagan metal	black metal	seen live	finnish	metal	epic metal	finnish metal	progressive metal
12918	band of skulls	rock	indie	alternative	british	blues	seen live	indie rock	blues rock	alternative rock	garage rock
8915	how to destroy angels	industrial	electronic	experimental	trent reznor	rock	trip-hop	alternative	industrial rock	ambient	post-industrial
1998	liquid tension experiment	progressive metal	instrumental	progressive rock	progressive	metal	experimental	rock	instrumental rock	fusion	liquid tension experiment
3304	barbra streisand	female vocalists	pop	80s	diva	70s	barbra streisand	easy listening	vocal	broadway	american
5082	アンティック-珈琲店-	j-rock	oshare kei	visual kei	japanese	jrock	seen live	rock	an cafe	j-pop	indie
4819	fernanda takai	mpb	female vocalists	brazilian	bossa nova	pop	brasil	seen live	brazil	indie	alternative
3624	acid drinkers	thrash metal	heavy metal	polish	metal	seen live	polish metal	crossover	rock	hard rock	trash metal
4198	the suicide machines	punk	ska punk	ska	punk rock	skacore	seen live	ska-punk	hardcore	hardcore punk	rock
2123	alex turner	british	indie	indie rock	singer-songwriter	so very british	rock	alternative	arctic monkeys	alex turner	acoustic
2079	sissel	female vocalists	classical	norwegian	opera	ballad	sissel	classical crossover	pop	scandinavian	vocal
1809	stryper	hard rock	heavy metal	christian metal	hair metal	christian	glam metal	metal	80s	seen live	christian rock
6064	nena	german	pop	80s	new wave	female vocalists	deutsch	ndw	rock	neue deutsche welle	nena
4292	hayden panettiere	pop	female vocalists	disney	heroes	teen pop	hayden panettiere	pop rock	sexy	actress	female
9144	switchblade symphony	darkwave	gothic	female vocalists	industrial	goth	gothic rock	electronic	trip-hop	rock	american
6608	my favorite highway	pop rock	powerpop	indie rock	rock	emo	seen live	pop punk	indie	piano rock	alternative
6391	the living end	seen live	punk	punk rock	australian	rockabilly	rock	punkabilly	alternative	aussie	alternative rock
5472	ryan star	alternative rock	rock	singer-songwriter	alternative	piano	american	soundtrack	pop rock	ryan star	indie rock
6548	i:scintilla	industrial	electronic	industrial rock	female vocalists	industrial metal	gothic	ebm	darkwave	rock	alternative
3285	my life with the thrill kill kult	industrial	electronic	industrial rock	ebm	goth	seen live	wax trax	alternative	industrial dance	rock
6472	djavan	mpb	brasil	brazilian	bossa nova	brazil	djavan	male vocalists	latin	samba	singer-songwriter
6739	magne f	norwegian	indie rock	a-ha	alternative	rock	favourites	norsk	skandinavian artists	seen live	indie
5202	inme	rock	alternative rock	seen live	alternative	emo	metal	british	indie	punk	progressive rock
1210	saul williams	hip-hop	spoken word	seen live	poetry	rap	hip hop	experimental	slam poetry	alternative	industrial
6461	i am ghost	post-hardcore	screamo	emo	emocore	hardcore	seen live	gothic	alternative	rock	post hardcore
3024	t-bone walker	blues	classic blues	texas blues	rhythm and blues	delta blues	guitar	electric blues	t-bone walker	jazz	american
1561	beneath the massacre	technical death metal	death metal	deathcore	brutal death metal	seen live	grindcore	technical brutal death metal	canadian	technical deathcore	metal
2408	destroyer	indie	seen live	indie rock	canadian	singer-songwriter	indie pop	chamber pop	alternative	rock	lo-fi
9384	young money	hip-hop	rap	young money	lil wayne	hip hop	dirty south	drake	pop	nicki minaj	tyga
3177	anniela	pop	dance	electropop	swedish	female vocalists	electronic	scandinavian	rnb	scandinavian girls	seen live
8583	neon neon	electropop	electronic	electronica	seen live	electro	alternative	pop	indie	synthpop	synth-pop
4609	brainstorm	power metal	rock	latvian	heavy metal	seen live	metal	britpop	pop-rock	pop	indie
8054	the dø	indie	female vocalists	folk	french	indie pop	seen live	pop	finnish	alternative	indie rock
4228	everything is made in china	post-rock	indie	russian	experimental	shoegaze	seen live	indie rock	post rock	ambient	rock
4272	darkthrone	black metal	norwegian black metal	death metal	norwegian	metal	true norwegian black metal	true black metal	crust punk	norway	crust
635	teen angels	pop	argentina	casi angeles	teen angels	latin	teen pop	punk	teenpop	spanish	grunge
4216	reel big fish	ska	ska punk	seen live	punk	rock	alternative	punk rock	ska-punk	american	indie
9955	the twilight sad	shoegaze	seen live	indie rock	scottish	post-rock	indie	post-punk	alternative	rock	british
4125	status quo	classic rock	rock	hard rock	british	80s	seen live	70s	rock and roll	status quo	boogie rock
6288	tech n9ne	rap	hip-hop	horrorcore	gangsta rap	hip hop	underground hip-hop	strange music	tech n9ne	seen live	midwest
5649	zac brown band	country	modern country	zac brown band	southern country	country favorites	love	country rock	southern rock	male vocalists	rock
4597	dead prez	hip-hop	rap	underground hip-hop	hip hop	political	political rap	seen live	revolutionary	underground rap	hiphop
5348	younger brother	psytrance	ambient	psychedelic	psychill	electronic	psybient	goa	electronica	trance	chillout
413	after school	k-pop	korean	female vocalists	kpop	pop	after school	dance	girl group	asian	korea
5953	kid sister	hip-hop	electronic	electro hip hop	hip hop	electro	seen live	rap	female vocalists	electropop	chicago
7343	fad gadget	new wave	post-punk	electronic	synthpop	80s	industrial	synth pop	experimental	british	seen live
3675	huey lewis & the news	80s	rock	classic rock	pop	pop-rock	pop rock	american	seen live	new wave	huey lewis and the news
7426	marek grechuta	polish	poezja spiewana	poetry	singer-songwriter	poezja śpiewana	polskie	progressive rock	male vocalists	marek grechuta	dobre bo polskie
6203	delays	indie	britpop	alternative	seen live	indie rock	rock	british	indie pop	pop	alternative rock
8995	andy taylor	rock	80s	british	duran duran	melodic hard rock	melodic rock	pop	hard rock	guitar	aor
4294	corbin bleu	pop	disney	male vocalists	rnb	dance	corbin bleu	high school musical	corbin	american	jump in
2280	the apples in stereo	indie	indie pop	elephant 6	indie rock	lo-fi	seen live	pop	rock	alternative	psychedelic
1966	someone still loves you boris yeltsin	indie	indie pop	seen live	indie rock	lo-fi	pop	american	alternative	rock	missouri
1293	absurd minds	ebm	futurepop	industrial	synthpop	electronic	darkwave	dark electro	german	electro	seen live
5308	dot dot curve :)	crunkcore	electronic	screamo	crunk	experimental	american	hip-hop	almost as bad as brokencyde	would be executed in old england	wizard rock
2175	etta james	blues	jazz	soul	female vocalists	rhythm and blues	oldies	rnb	etta james	jazz vocal	60s
7328	sugar kane	hardcore	melodic hardcore	punk rock	brazilian	punk	seen live	brazilian hardcore	rock	alternative	brasil
6293	straylight run	emo	indie	seen live	alternative	rock	indie rock	piano rock	alternative rock	straylight run	punk
3467	caesars	indie	rock	swedish	alternative	indie rock	seen live	alternative rock	electronic	indie pop	garage rock
1127	the asteroids galaxy tour	indie	alternative	female vocalists	pop	seen live	soul	danish	indie pop	psychedelic pop	electronic
218	man man	seen live	experimental	indie	indie rock	post-rock	weird	experimental rock	circus	rock	alternative
38	dawn of ashes	dark electro	industrial	ebm	harsh ebm	aggrotech	terror ebm	black metal	death metal	blackened death metal	electronic
3377	banda eva	axe	brasil	brazilian	carnaval	mpb	banda eva	eva	pop	female vocalists	latin
2076	katherine jenkins	classical	opera	female vocalists	wales	female	classical crossover	katherine jenkins	mezzo-soprano	welsh	vocal
8805	luther allison	blues	blues rock	guitar	electric blues	classic blues	chicago blues	luther allison	rock	seen live	american
1544	j. holiday	rnb	soul	male vocalists	hip-hop	j holiday	hip hop	r&b	smooth	urban	slow jams
6760	conjure one	ambient	electronic	chillout	new age	electronica	trip-hop	trance	female vocalists	downtempo	canadian
8716	glen hansard & markéta irglová	folk	singer-songwriter	irish	acoustic	soundtrack	seen live	czech	indie	alternative	once
1827	808 state	electronic	acid house	techno	house	electronica	dance	acid	manchester	ambient	british
12165	the long blondes	indie	female vocalists	seen live	indie rock	british	indie pop	rock	sheffield	alternative	post punk
4927	patrick doyle	soundtrack	instrumental	classical	composer	harry potter	score	soundtracks	scottish	film score	composers
3868	kaskade	house	electronic	deep house	chillout	dance	lounge	seen live	electronica	kaskade	progressive house
3812	the qemists	drum and bass	electronic	ninja tune	drum n bass	dnb	seen live	british	electronica	breakbeat	rock
3104	seal	soul	pop	singer-songwriter	90s	rock	british	seal	male vocalists	rnb	alternative
4354	toadies	rock	alternative rock	alternative	grunge	seen live	90s	post-grunge	texas	hard rock	indie rock
2628	the weakerthans	seen live	indie	canadian	indie rock	rock	alternative	emo	folk	indie pop	punk
8706	twin shadow	seen live	electronic	dream pop	new wave	lo-fi	electropop	indie	chillwave	synthpop	american
1408	mstrkrft	electronic	electro	dance	seen live	canadian	electronica	house	electroclash	remix	indie
11393	jonny craig	acoustic	indie	experimental	alternative	rnb	scamxcore	alternative rock	rock	soul	singer-songwriter
10564	big d and the kids table	ska	ska punk	seen live	punk	skacore	ska-punk	punk rock	boston	rock	third wave ska
9433	james taylor	folk	singer-songwriter	acoustic	classic rock	rock	folk rock	70s	james taylor	seen live	soft rock
7389	u.d.r.	musicas que mexem com meu coracao	funk satanico	rock anti-cosmico da morte	funk	post-punk	brazilian	666	alternative	seen live	grindcore
8313	john fogerty	classic rock	rock	southern rock	blues	seen live	rock and roll	singer-songwriter	country rock	blues rock	country
6161	arvo pärt	classical	contemporary classical	minimalism	choral	minimalist	estonian	modern classical	minimal	neoclassical	composer
10967	chris crocker	pop	dance	gay	the gay jesus christ	male vocalists	the most beautiful guy in the world	electronic	all things annoying in the world put together into one stupid bitch	shemale vocalists	attention whore
1095	damon albarn	britpop	indie	british	alternative	genius	singer-songwriter	seen live	experimental	rock	electronic
8884	madina lake	rock	post-hardcore	alternative	pop punk	seen live	emo	alternative rock	punk	punk rock	screamo
895	chew lips	electronic	electropop	indie	female vocalists	electroclash	seen live	british	electro	alternative	synthpop
12243	beenie man	dancehall	reggae	ragga	jamaica	hip-hop	seen live	jamaican	beenie man	hip hop	bashment
1352	death angel	thrash metal	speed metal	seen live	metal	heavy metal	thrash	american	bay area thrash metal	bay area thrash	bay area
4004	the faceless	technical death metal	death metal	progressive death metal	deathcore	seen live	metal	progressive metal	technical deathcore	progressive	american
4457	turbonegro	seen live	death punk	rock	punk rock	punk	norwegian	hard rock	metal	norway	scandinavian
4002	within the ruins	metalcore	progressive metalcore	technical metalcore	deathcore	progressive metal	technical deathcore	progressive deathcore	progressive	metal	seen live
2472	foetus	industrial	experimental	post-punk	avant-garde	industrial rock	noise	electronic	experimental rock	australian	rock
1922	rie fu	j-pop	japanese	female vocalists	jpop	anime	pop	singer-songwriter	rie fu	bleach	j-rock
10663	easy star all-stars	reggae	dub	covers	electronic	seen live	alternative	chill	cover	ska	psychedelic
11204	dabrye	electronic	hip-hop	idm	electronica	hip hop	glitch	instrumental hip-hop	glitch-hop	experimental	ambient
1011	artista desconhecido	media player hate us all	brasil	alternative	rock	hip-hop	pop	goregrind	brutal death metal	mistagged artist	seen live
1492	the virgins	indie	indie rock	new wave	seen live	rock	funk	american	indie pop	new york	alternative
1093	kaizers orchestra	seen live	norwegian	rock	alternative rock	alternative	indie	indie rock	norsk	gypsy	scandinavian
477	daniel merriweather	soul	pop	funk	rnb	male vocalists	australian	singer-songwriter	seen live	indie	00s
5488	natural dread killaz	reggae	dancehall	ragga	polish	raggamuffin	seen live	polish reggae	dub	polskie	natural dread killaz
5180	lovage	trip-hop	downtempo	electronic	mike patton	chillout	electronica	sexy	trip hop	hip-hop	female vocalists
2487	happy mondays	madchester	indie	alternative	new wave	rock	british	seen live	britpop	manchester	80s
8670	譚盾	soundtrack	chinese	classical	composer	instrumental	contemporary classical	asian	composers	folk	china
2396	yuri	pop	80s	yuri	spanish	mexico	female vocalists	balada	latin	latin pop	mexican
9636	jesus on extasy	industrial	gothic	industrial rock	electronic	german	seen live	ebm	industrial metal	gothic rock	synth rock
37	funker vogt	ebm	industrial	electronic	german	darkwave	seen live	aggrotech	synthpop	futurepop	electro
6887	az	hip-hop	rap	new york	east coast rap	hip hop	east coast	underground hip-hop	brooklyn	az	hiphop
8122	derek and the dominos	classic rock	blues rock	blues	rock	70s	guitar	british	hard rock	eric clapton	blues-rock
4285	arcturus	black metal	avant-garde metal	progressive metal	avant-garde	metal	norwegian	post-black metal	symphonic black metal	avant-garde black metal	avantgarde metal
4280	cathedral	doom metal	stoner metal	stoner rock	metal	doom	seen live	heavy metal	stoner	stoner doom	british
3878	macy gray	soul	female vocalists	rnb	funk	pop	seen live	neo-soul	female	macy gray	rhythm and blues
5628	the cool kids	hip-hop	seen live	underground hip-hop	rap	hip hop	chicago	alternative hip-hop	the cool kids	american	big beat
1175	georg friedrich händel	classical	baroque	composers	german	instrumental	composer	opera	classic	handel	klassik
1993	falconer	power metal	folk metal	metal	heavy metal	swedish	melodic metal	seen live	swedish metal	folk power metal	progressive metal
3810	the ocean	progressive metal	sludge	post-metal	seen live	experimental	hardcore	metal	german	sludge metal	post-hardcore
7268	alex gaudino	house	dance	electronic	club	electronica	electro	italian	techno	trance	electro house
9263	asp	gothic	darkwave	gothic rock	german	industrial	seen live	gothic metal	ebm	goth	deutsch
7888	barcelona	indie	indie pop	electronic	synthpop	geeky	seen live	indie rock	rock	alternative	electronica
3355	ol' dirty bastard	hip-hop	rap	wu-tang	hip hop	gangsta rap	new york	east coast rap	wu-tang clan	east coast	underground hip-hop
1931	poisonblack	gothic metal	finnish	seen live	metal	gothic rock	finnish metal	gothic	heavy metal	rock	melodic metal
2053	cristian castro	latin	pop	latin pop	pop latino	male vocalists	spanish	romantica	cristian castro	mexico	mexican
8314	the everly brothers	oldies	60s	rock n roll	rock and roll	pop	rockabilly	50s	classic rock	rock	country
8658	the pineapple thief	progressive rock	art rock	progressive	rock	british	alternative rock	seen live	post-rock	experimental	indie
7142	afro celt sound system	celtic	world	african	world music	electronic	fusion	world fusion	folk	seen live	celtic fusion
5212	rick wright	progressive rock	psychedelic rock	classic rock	pink floyd	keyboard	rock	british	psychedelic	art rock	rick wright
3242	wednesday 13	horror punk	hard rock	metal	punk	rock	seen live	punk rock	glam metal	shock rock	horror rock
11520	legowelt	electro	electronic	techno	electroclash	electronica	seen live	idm	minimal techno	minimal	dutch
4207	bear vs. shark	post-hardcore	indie	indie rock	rock	emo	seen live	post hardcore	hardcore	punk	alternative
2575	this town needs guns	math rock	indie	indie rock	post-rock	math pop	seen live	emo	british	rock	alternative
4959	rome	neofolk	martial industrial	dark folk	apocalyptic folk	industrial	seen live	martial	luxembourgian	dark ambient	folk
5159	autograph	hard rock	hair metal	80s	rock	classic rock	glam metal	heavy metal	metal	glam rock	american
1739	frozen silence	ambient	instrumental	piano	chillout	new age	relaxing	finnish	ethereal	classical	atmospheric
6073	missing persons	new wave	80s	female vocalists	synth pop	electronic	pop	synthpop	rock	american	los angeles
3049	смысловые галлюцинации	russian rock	rock	russian	pop rock	deppresive	alternative rock	seen live	electronic rock	pop-rock	post punk
11236	superchic[k]	christian	christian rock	rock	female vocalists	pop	seen live	contemporary christian	alternative	pop rock	chick rock
3511	amon düül ii	krautrock	progressive rock	psychedelic	psychedelic rock	experimental	german	progressive	experimental rock	rock	avant-garde
4114	ben kweller	indie	singer-songwriter	seen live	indie rock	alternative	indie pop	folk	rock	american	pop
